CustomerID,Snapshot_Date,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,predicted_clv_12m,CLV_Quartile
15034,2011-08-31,131,5,2640.38,2,5,5,255,At Risk (High Value),Cluster 0,2962.9831952915974,Q4 (High)
17090,2011-08-31,126,3,649.05,2,4,3,243,At Risk (High Value),Cluster 0,1800.7942044710007,Q4 (High)
15514,2011-08-31,124,6,2501.94,2,5,5,255,At Risk (High Value),Cluster 0,2209.206506718402,Q4 (High)
15696,2011-08-31,119,6,1629.95,2,5,5,255,At Risk (High Value),Cluster 0,2187.6377502947894,Q4 (High)
14739,2011-08-31,118,3,1307.62,2,4,4,244,At Risk (High Value),Cluster 0,2675.1917377219847,Q4 (High)
13448,2011-08-31,117,4,1423.26,2,4,4,244,At Risk (High Value),Cluster 0,2509.2120778318704,Q4 (High)
13883,2011-08-31,117,4,1742.78,2,4,5,245,At Risk (High Value),Cluster 0,1987.2016512296077,Q4 (High)
13365,2011-08-31,116,1,700.6,2,2,3,223,Lost,Cluster 1,1928.1531004480337,Q4 (High)
15674,2011-08-31,114,3,1044.95,2,4,4,244,At Risk (High Value),Cluster 0,2106.4924976698144,Q4 (High)
16440,2011-08-31,113,1,272.46,2,2,2,222,Lost,Cluster 1,4217.819540493843,Q4 (High)
13141,2011-08-31,113,4,1401.03,2,4,4,244,At Risk (High Value),Cluster 0,1857.6455352939608,Q4 (High)
14691,2011-08-31,111,1,439.6,2,2,3,223,Lost,Cluster 1,2333.2522306644246,Q4 (High)
16618,2011-08-31,109,4,1441.29,2,4,4,244,At Risk (High Value),Cluster 0,1868.580523576943,Q4 (High)
16871,2011-08-31,109,4,2037.82,2,4,5,245,At Risk (High Value),Cluster 0,2525.861699538349,Q4 (High)
14211,2011-08-31,106,5,909.89,2,5,4,254,At Risk (High Value),Cluster 0,2277.876057164594,Q4 (High)
17530,2011-08-31,105,6,1360.67,2,5,4,254,At Risk (High Value),Cluster 0,1888.292088908426,Q4 (High)
14952,2011-08-31,105,7,3534.61,2,5,5,255,At Risk (High Value),Cluster 0,5827.820609360714,Q4 (High)
17504,2011-08-31,105,9,2997.03,2,5,5,255,At Risk (High Value),Cluster 2,2361.38842137808,Q4 (High)
16446,2011-08-31,104,1,2.9,2,1,1,211,Lost,Cluster 1,169023.70787304704,Q4 (High)
16497,2011-08-31,102,5,1550.7,2,5,4,254,At Risk (High Value),Cluster 0,2445.7158978091907,Q4 (High)
18008,2011-08-31,102,7,2065.41,2,5,5,255,At Risk (High Value),Cluster 0,2038.750303023368,Q4 (High)
13324,2011-08-31,102,7,3798.99,2,5,5,255,At Risk (High Value),Cluster 0,5096.032860310748,Q4 (High)
16341,2011-08-31,100,1,797.65,2,2,4,224,Lost,Cluster 1,1803.8845989975025,Q4 (High)
13555,2011-08-31,100,2,1590.05,2,4,5,245,At Risk (High Value),Cluster 0,3039.75799466404,Q4 (High)
13758,2011-08-31,100,5,2351.52,2,5,5,255,At Risk (High Value),Cluster 0,2380.1481668516208,Q4 (High)
13523,2011-08-31,98,3,2369.24,2,4,5,245,At Risk (High Value),Cluster 0,2712.1521439431317,Q4 (High)
16709,2011-08-31,98,4,1984.59,2,4,5,245,At Risk (High Value),Cluster 0,2076.418605489492,Q4 (High)
16327,2011-08-31,98,4,2439.04,2,4,5,245,At Risk (High Value),Cluster 0,2706.018166087008,Q4 (High)
17850,2011-09-30,301,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
17672,2011-09-30,238,1,1177.84,1,2,4,124,Lost,Cluster 1,1804.9807188565164,Q4 (High)
15808,2011-09-30,235,4,3651.27,1,4,5,145,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
15676,2011-09-30,212,1,897.8,1,2,4,124,Lost,Cluster 1,2521.655898219527,Q4 (High)
12913,2011-09-30,211,3,866.39,1,4,4,144,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
13093,2011-09-30,204,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 0,4078.758010080379,Q4 (High)
18210,2011-09-30,196,1,142.4,1,1,1,111,Lost,Cluster 1,2772.2882844019687,Q4 (High)
16191,2011-09-30,191,8,2615.68,1,5,5,155,At Risk (High Value),Cluster 0,3794.297390159486,Q4 (High)
14607,2011-09-30,190,1,495.0,1,2,3,123,Lost,Cluster 1,14285.046927917172,Q4 (High)
16253,2011-09-30,184,1,1700.4,1,2,5,125,Lost,Cluster 0,2090.409567214172,Q4 (High)
16905,2011-09-30,165,3,822.18,2,4,4,244,At Risk (High Value),Cluster 0,2335.7554863597725,Q4 (High)
15749,2011-09-30,164,3,44534.3,2,4,5,245,At Risk (High Value),Cluster 0,15027.532060643054,Q4 (High)
15514,2011-09-30,154,6,2501.94,2,5,5,255,At Risk (High Value),Cluster 0,2209.206506718402,Q4 (High)
13883,2011-09-30,147,4,1742.78,2,4,5,245,At Risk (High Value),Cluster 0,1987.2016512296077,Q4 (High)
13365,2011-09-30,146,1,700.6,2,2,3,223,Lost,Cluster 1,1928.1531004480337,Q4 (High)
16440,2011-09-30,143,1,272.46,2,2,2,222,Lost,Cluster 1,4217.819540493843,Q4 (High)
16618,2011-09-30,139,4,1441.29,2,4,4,244,At Risk (High Value),Cluster 0,1868.580523576943,Q4 (High)
17504,2011-09-30,135,9,2997.03,2,5,5,255,At Risk (High Value),Cluster 0,2361.38842137808,Q4 (High)
16446,2011-09-30,134,1,2.9,2,1,1,211,Lost,Cluster 1,169023.70787304704,Q4 (High)
16497,2011-09-30,132,5,1550.7,2,5,4,254,At Risk (High Value),Cluster 0,2445.7158978091907,Q4 (High)
13758,2011-09-30,130,5,2351.52,2,5,5,255,At Risk (High Value),Cluster 0,2380.1481668516208,Q4 (High)
13523,2011-09-30,128,3,2369.24,2,4,5,245,At Risk (High Value),Cluster 0,2712.1521439431317,Q4 (High)
13015,2011-09-30,126,4,1763.04,2,4,5,245,At Risk (High Value),Cluster 0,3016.0051126111825,Q4 (High)
18231,2011-09-30,121,5,2071.77,2,5,5,255,At Risk (High Value),Cluster 0,1929.2517199022625,Q4 (High)
15687,2011-09-30,115,5,1679.45,2,5,5,255,At Risk (High Value),Cluster 0,2504.4195970278543,Q4 (High)
13115,2011-09-30,113,1,878.55,2,2,4,224,Lost,Cluster 1,2281.2194495768963,Q4 (High)
14963,2011-09-30,112,1,294.2,2,2,2,222,Lost,Cluster 1,2045.031605625578,Q4 (High)
17211,2011-09-30,109,6,1464.89,2,5,4,254,At Risk (High Value),Cluster 0,1846.8935290651484,Q4 (High)
16938,2011-09-30,108,3,2386.05,2,4,5,245,At Risk (High Value),Cluster 0,2360.6266582824474,Q4 (High)
14841,2011-09-30,108,4,2375.57,2,4,5,245,At Risk (High Value),Cluster 0,2491.8347973648147,Q4 (High)
17101,2011-09-30,107,1,230.58,2,1,2,212,Lost,Cluster 1,2305.6581883194303,Q4 (High)
15874,2011-09-30,106,6,2207.75,2,5,5,255,At Risk (High Value),Cluster 0,3829.9679526045265,Q4 (High)
15694,2011-09-30,105,8,3290.78,2,5,5,255,At Risk (High Value),Cluster 0,4913.361444028433,Q4 (High)
13632,2011-09-30,102,3,812.26,2,4,4,244,At Risk (High Value),Cluster 0,2329.153945118443,Q4 (High)
18260,2011-09-30,101,6,2628.35,2,5,5,255,At Risk (High Value),Cluster 0,2104.4631519237305,Q4 (High)
14701,2011-09-30,101,7,1941.43,2,5,5,255,At Risk (High Value),Cluster 0,2165.800903422758,Q4 (High)
16987,2011-09-30,99,3,629.45,2,4,3,243,At Risk (High Value),Cluster 0,2165.7312446197793,Q4 (High)
16966,2011-09-30,99,4,1486.56,2,4,4,244,At Risk (High Value),Cluster 0,2290.8043858042247,Q4 (High)
15379,2011-09-30,98,7,3703.29,2,5,5,255,At Risk (High Value),Cluster 0,1980.3798883619947,Q4 (High)
17768,2011-09-30,95,1,385.83,2,2,2,222,Lost,Cluster 1,2722.5581946134853,Q4 (High)
16242,2011-09-30,94,3,846.59,2,4,4,244,At Risk (High Value),Cluster 0,3533.897876341871,Q4 (High)
15482,2011-09-30,94,4,1928.3,2,4,5,245,At Risk (High Value),Cluster 0,8068.052354318614,Q4 (High)
17850,2011-10-31,332,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
15808,2011-10-31,266,4,3651.27,1,4,5,145,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
15676,2011-10-31,243,1,897.8,1,2,4,124,Lost,Cluster 1,2521.655898219527,Q4 (High)
12913,2011-10-31,242,3,866.39,1,4,4,144,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
13093,2011-10-31,235,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 0,4078.758010080379,Q4 (High)
15749,2011-10-31,195,3,44534.3,1,4,5,145,At Risk (High Value),Cluster 0,15027.532060643054,Q4 (High)
15514,2011-10-31,185,6,2501.94,1,5,5,155,At Risk (High Value),Cluster 0,2209.206506718402,Q4 (High)
13883,2011-10-31,178,4,1742.78,2,4,4,244,At Risk (High Value),Cluster 0,1987.2016512296077,Q4 (High)
13365,2011-10-31,177,1,700.6,2,2,3,223,Lost,Cluster 1,1928.1531004480337,Q4 (High)
16618,2011-10-31,170,4,1441.29,2,4,4,244,At Risk (High Value),Cluster 0,1868.580523576943,Q4 (High)
17504,2011-10-31,166,9,2997.03,2,5,5,255,At Risk (High Value),Cluster 0,2361.38842137808,Q4 (High)
16446,2011-10-31,165,1,2.9,2,1,1,211,Lost,Cluster 1,169023.70787304704,Q4 (High)
13758,2011-10-31,161,5,2351.52,2,5,5,255,At Risk (High Value),Cluster 0,2380.1481668516208,Q4 (High)
18231,2011-10-31,152,5,2071.77,2,5,5,255,At Risk (High Value),Cluster 0,1929.2517199022625,Q4 (High)
16938,2011-10-31,139,3,2386.05,2,4,5,245,At Risk (High Value),Cluster 0,2360.6266582824474,Q4 (High)
18260,2011-10-31,132,6,2628.35,2,5,5,255,At Risk (High Value),Cluster 0,2104.4631519237305,Q4 (High)
14701,2011-10-31,132,7,1941.43,2,5,5,255,At Risk (High Value),Cluster 0,2165.800903422758,Q4 (High)
15379,2011-10-31,129,7,3703.29,2,5,5,255,At Risk (High Value),Cluster 0,1980.3798883619947,Q4 (High)
17768,2011-10-31,126,1,385.83,2,2,2,222,Lost,Cluster 1,2722.5581946134853,Q4 (High)
15065,2011-10-31,124,3,2858.75,2,4,5,245,At Risk (High Value),Cluster 0,2420.96317448002,Q4 (High)
16553,2011-10-31,123,12,5719.82,2,5,5,255,At Risk (High Value),Cluster 2,3344.3577726243952,Q4 (High)
13285,2011-10-31,121,3,1970.1,2,4,5,245,At Risk (High Value),Cluster 0,2138.6206162384765,Q4 (High)
14049,2011-10-31,118,3,3244.74,2,4,5,245,At Risk (High Value),Cluster 0,3962.576384520473,Q4 (High)
13001,2011-10-31,118,11,8582.57,2,5,5,255,At Risk (High Value),Cluster 2,7812.931556791057,Q4 (High)
12980,2011-10-31,117,9,7374.9,2,5,5,255,At Risk (High Value),Cluster 2,5143.554794402619,Q4 (High)
16919,2011-10-31,116,11,2592.25,2,5,5,255,At Risk (High Value),Cluster 2,2058.3747988419263,Q4 (High)
18245,2011-10-31,109,6,1672.81,2,5,4,254,At Risk (High Value),Cluster 0,1965.4237450231485,Q4 (High)
12840,2011-10-31,103,4,2726.77,2,4,5,245,At Risk (High Value),Cluster 0,2411.6718671490285,Q4 (High)
13081,2011-10-31,103,8,18870.12,2,5,5,255,At Risk (High Value),Cluster 2,19331.503949293154,Q4 (High)
15570,2011-10-31,101,9,2809.98,2,5,5,255,At Risk (High Value),Cluster 2,3057.566655752639,Q4 (High)
15704,2011-10-31,100,4,2293.62,2,4,5,245,At Risk (High Value),Cluster 0,1895.2410303797528,Q4 (High)
14426,2011-10-31,100,6,2885.58,2,5,5,255,At Risk (High Value),Cluster 0,3552.6193312898813,Q4 (High)
13802,2011-10-31,98,3,4599.42,2,4,5,245,At Risk (High Value),Cluster 0,3174.7228336230787,Q4 (High)
12916,2011-10-31,98,4,2944.95,2,4,5,245,At Risk (High Value),Cluster 0,2044.173835924193,Q4 (High)
13230,2011-10-31,98,12,2195.23,2,5,5,255,At Risk (High Value),Cluster 2,2365.94510183735,Q4 (High)
16841,2011-10-31,97,5,1561.06,2,5,4,254,At Risk (High Value),Cluster 0,1798.7946067057444,Q4 (High)
17364,2011-10-31,97,6,2617.41,2,5,5,255,At Risk (High Value),Cluster 0,3656.938701675399,Q4 (High)
17861,2011-10-31,96,5,1299.49,2,4,4,244,At Risk (High Value),Cluster 0,1915.8570972595824,Q4 (High)
16942,2011-10-31,96,7,1439.44,2,5,4,254,At Risk (High Value),Cluster 0,2283.2083764499716,Q4 (High)
13148,2011-10-31,93,10,2766.01,2,5,5,255,At Risk (High Value),Cluster 2,2828.949027260295,Q4 (High)
12749,2011-10-31,90,3,2755.23,2,4,5,245,At Risk (High Value),Cluster 0,4000.673767786136,Q4 (High)
13975,2011-10-31,88,4,1466.67,2,4,4,244,At Risk (High Value),Cluster 0,2044.3893691237636,Q4 (High)
13209,2011-10-31,88,5,4156.08,2,5,5,255,At Risk (High Value),Cluster 0,4427.626709697586,Q4 (High)
17723,2011-10-31,87,6,3276.4,2,5,5,255,At Risk (High Value),Cluster 0,3752.5346036919022,Q4 (High)
13451,2011-10-31,86,4,2385.5,2,4,5,245,At Risk (High Value),Cluster 0,2326.985484415254,Q4 (High)
18097,2011-10-31,86,5,1986.2,2,5,5,255,At Risk (High Value),Cluster 0,2174.1769888303743,Q4 (High)
13082,2011-10-31,86,9,3613.63,2,5,5,255,At Risk (High Value),Cluster 2,2886.9279357714768,Q4 (High)
14903,2011-10-31,84,4,2398.62,2,4,5,245,At Risk (High Value),Cluster 0,2457.2341489870864,Q4 (High)
13869,2011-10-31,83,4,3083.65,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
13500,2011-10-31,82,1,326.4,2,2,2,222,Lost,Cluster 1,2034.6400429056257,Q4 (High)
17850,2011-11-30,362,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
15808,2011-11-30,296,4,3651.27,1,4,5,145,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
13093,2011-11-30,265,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 0,4078.758010080379,Q4 (High)
15749,2011-11-30,225,3,44534.3,1,4,5,145,At Risk (High Value),Cluster 0,15027.532060643054,Q4 (High)
17504,2011-11-30,196,9,2997.03,1,5,5,155,At Risk (High Value),Cluster 0,2361.38842137808,Q4 (High)
16446,2011-11-30,195,1,2.9,1,1,1,111,Lost,Cluster 1,169023.70787304704,Q4 (High)
18231,2011-11-30,182,5,2071.77,1,4,5,145,At Risk (High Value),Cluster 0,1929.2517199022625,Q4 (High)
16938,2011-11-30,169,3,2386.05,2,4,5,245,At Risk (High Value),Cluster 0,2360.6266582824474,Q4 (High)
18260,2011-11-30,162,6,2628.35,2,5,5,255,At Risk (High Value),Cluster 0,2104.4631519237305,Q4 (High)
15379,2011-11-30,159,7,3703.29,2,5,5,255,At Risk (High Value),Cluster 0,1980.3798883619947,Q4 (High)
16553,2011-11-30,153,12,5719.82,2,5,5,255,At Risk (High Value),Cluster 2,3344.3577726243952,Q4 (High)
12980,2011-11-30,147,9,7374.9,2,5,5,255,At Risk (High Value),Cluster 2,5143.554794402619,Q4 (High)
16919,2011-11-30,146,11,2592.25,2,5,5,255,At Risk (High Value),Cluster 2,2058.3747988419263,Q4 (High)
18245,2011-11-30,139,6,1672.81,2,5,4,254,At Risk (High Value),Cluster 0,1965.4237450231485,Q4 (High)
12840,2011-11-30,133,4,2726.77,2,4,5,245,At Risk (High Value),Cluster 0,2411.6718671490285,Q4 (High)
15704,2011-11-30,130,4,2293.62,2,4,5,245,At Risk (High Value),Cluster 0,1895.2410303797528,Q4 (High)
13802,2011-11-30,128,3,4599.42,2,4,5,245,At Risk (High Value),Cluster 0,3174.7228336230787,Q4 (High)
12916,2011-11-30,128,4,2944.95,2,4,5,245,At Risk (High Value),Cluster 0,2044.173835924193,Q4 (High)
17723,2011-11-30,117,6,3276.4,2,5,5,255,At Risk (High Value),Cluster 0,3752.5346036919022,Q4 (High)
18097,2011-11-30,116,5,1986.2,2,4,5,245,At Risk (High Value),Cluster 0,2174.1769888303743,Q4 (High)
13082,2011-11-30,116,9,3613.63,2,5,5,255,At Risk (High Value),Cluster 2,2886.9279357714768,Q4 (High)
13869,2011-11-30,113,4,3083.65,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
18073,2011-11-30,104,12,3859.82,2,5,5,255,At Risk (High Value),Cluster 2,4794.491953482141,Q4 (High)
13027,2011-11-30,103,6,6912.0,2,5,5,255,At Risk (High Value),Cluster 0,4416.536687053772,Q4 (High)
16143,2011-11-30,98,5,1949.36,2,4,5,245,At Risk (High Value),Cluster 0,1834.129677631336,Q4 (High)
14364,2011-11-30,98,8,3717.35,2,5,5,255,At Risk (High Value),Cluster 2,3900.7297231943817,Q4 (High)
14407,2011-11-30,97,5,2142.73,2,4,5,245,At Risk (High Value),Cluster 0,2035.7964309732304,Q4 (High)
16180,2011-11-30,90,8,10254.18,2,5,5,255,At Risk (High Value),Cluster 2,10150.506749003996,Q4 (High)
17386,2011-11-30,89,5,1697.34,2,4,4,244,At Risk (High Value),Cluster 0,3316.7858010953155,Q4 (High)
13631,2011-11-30,89,11,3070.42,2,5,5,255,At Risk (High Value),Cluster 2,3268.520985001698,Q4 (High)
13507,2011-11-30,88,3,2022.79,2,4,5,245,At Risk (High Value),Cluster 0,2441.248346368621,Q4 (High)
17050,2011-11-30,86,6,3185.64,2,5,5,255,At Risk (High Value),Cluster 0,3017.3090004769997,Q4 (High)
13851,2011-11-30,85,3,2651.46,2,4,5,245,At Risk (High Value),Cluster 0,2375.4517819635194,Q4 (High)
15491,2011-11-30,85,6,3100.09,2,5,5,255,At Risk (High Value),Cluster 0,2606.180812646768,Q4 (High)
17593,2011-11-30,81,4,3245.66,2,4,5,245,At Risk (High Value),Cluster 0,2759.627359877994,Q4 (High)
17426,2011-11-30,81,4,4280.59,2,4,5,245,At Risk (High Value),Cluster 0,3745.1695467953778,Q4 (High)
14250,2011-11-30,79,1,1228.83,2,2,4,224,Lost,Cluster 0,2011.846017959732,Q4 (High)
13124,2011-11-30,79,3,3756.33,2,4,5,245,At Risk (High Value),Cluster 0,2047.8459246591824,Q4 (High)
14837,2011-11-30,79,4,1649.5,2,4,4,244,At Risk (High Value),Cluster 0,1843.6532572877068,Q4 (High)
15939,2011-11-30,79,15,6115.01,2,5,5,255,At Risk (High Value),Cluster 2,4741.298026425798,Q4 (High)
15980,2011-11-30,78,3,2398.86,2,4,5,245,At Risk (High Value),Cluster 0,1803.89816921994,Q4 (High)
16209,2011-11-30,78,5,2262.62,2,4,5,245,At Risk (High Value),Cluster 0,2398.2932029208896,Q4 (High)
14307,2011-11-30,78,6,2995.72,2,5,5,255,At Risk (High Value),Cluster 0,1891.7270198579831,Q4 (High)
15764,2011-11-30,78,6,3279.97,2,5,5,255,At Risk (High Value),Cluster 0,2325.6170965188776,Q4 (High)
15932,2011-11-30,78,7,2195.65,2,5,5,255,At Risk (High Value),Cluster 0,2378.652838910677,Q4 (High)
14163,2011-11-30,77,4,2445.91,2,4,5,245,At Risk (High Value),Cluster 0,2480.472043787078,Q4 (High)
15854,2011-11-30,76,10,2839.94,2,5,5,255,At Risk (High Value),Cluster 2,2423.0609499764096,Q4 (High)
18065,2011-11-30,76,11,1949.19,2,5,5,255,At Risk (High Value),Cluster 2,1839.7176047728892,Q4 (High)
16745,2011-11-30,76,17,7180.7,2,5,5,255,At Risk (High Value),Cluster 2,6307.327950956655,Q4 (High)
13141,2011-11-30,74,5,2388.75,2,4,5,245,At Risk (High Value),Cluster 0,1857.6455352939608,Q4 (High)
16709,2011-11-30,74,5,3029.87,2,5,5,255,At Risk (High Value),Cluster 0,2076.418605489492,Q4 (High)
15410,2011-11-30,74,8,3450.84,2,5,5,255,At Risk (High Value),Cluster 2,3429.4117807988996,Q4 (High)
13334,2011-11-30,72,3,3502.32,2,4,5,245,At Risk (High Value),Cluster 0,1844.769554201611,Q4 (High)
14769,2011-11-30,72,7,10073.36,2,5,5,255,At Risk (High Value),Cluster 2,7920.524967360273,Q4 (High)
14146,2011-11-30,71,4,2965.84,2,4,5,245,At Risk (High Value),Cluster 0,2450.0993068841517,Q4 (High)
18094,2011-11-30,71,7,3017.3,2,5,5,255,At Risk (High Value),Cluster 0,2578.7268547867443,Q4 (High)
14766,2011-11-30,70,5,2050.85,2,4,5,245,At Risk (High Value),Cluster 0,2008.3463227343636,Q4 (High)
17686,2011-11-30,70,6,5110.09,2,5,5,255,At Risk (High Value),Cluster 0,3870.369229308474,Q4 (High)
16928,2011-11-30,70,17,2806.75,2,5,5,255,At Risk (High Value),Cluster 2,2346.064268415358,Q4 (High)
13908,2011-11-30,69,4,2369.55,2,4,5,245,At Risk (High Value),Cluster 0,2075.1458376934524,Q4 (High)
13486,2011-11-30,68,3,1122.41,2,4,4,244,At Risk (High Value),Cluster 0,1838.3750554866651,Q4 (High)
14854,2011-11-30,68,7,2740.03,2,5,5,255,At Risk (High Value),Cluster 0,2551.2177981767413,Q4 (High)
17850,2011-12-31,393,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
15808,2011-12-31,327,4,3651.27,1,4,5,145,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
13093,2011-12-31,296,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 0,4078.758010080379,Q4 (High)
15749,2011-12-31,256,3,44534.3,1,4,5,145,At Risk (High Value),Cluster 0,15027.532060643054,Q4 (High)
17504,2011-12-31,227,9,2997.03,1,5,5,155,At Risk (High Value),Cluster 0,2361.38842137808,Q4 (High)
18231,2011-12-31,213,5,2071.77,1,4,5,145,At Risk (High Value),Cluster 0,1929.2517199022625,Q4 (High)
18260,2011-12-31,193,6,2628.35,2,5,5,255,At Risk (High Value),Cluster 0,2104.4631519237305,Q4 (High)
15379,2011-12-31,190,7,3703.29,2,5,5,255,At Risk (High Value),Cluster 0,1980.3798883619947,Q4 (High)
16553,2011-12-31,184,12,5719.82,2,5,5,255,At Risk (High Value),Cluster 2,3344.3577726243952,Q4 (High)
12980,2011-12-31,178,9,7374.9,2,5,5,255,At Risk (High Value),Cluster 2,5143.554794402619,Q4 (High)
16919,2011-12-31,177,11,2592.25,2,5,5,255,At Risk (High Value),Cluster 0,2058.3747988419263,Q4 (High)
12840,2011-12-31,164,4,2726.77,2,4,5,245,At Risk (High Value),Cluster 0,2411.6718671490285,Q4 (High)
15704,2011-12-31,161,4,2293.62,2,4,5,245,At Risk (High Value),Cluster 0,1895.2410303797528,Q4 (High)
13802,2011-12-31,159,3,4599.42,2,4,5,245,At Risk (High Value),Cluster 0,3174.7228336230787,Q4 (High)
12916,2011-12-31,159,4,2944.95,2,4,5,245,At Risk (High Value),Cluster 0,2044.173835924193,Q4 (High)
17723,2011-12-31,148,6,3276.4,2,5,5,255,At Risk (High Value),Cluster 0,3752.5346036919022,Q4 (High)
13082,2011-12-31,147,9,3613.63,2,5,5,255,At Risk (High Value),Cluster 0,2886.9279357714768,Q4 (High)
13869,2011-12-31,144,4,3083.65,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
18073,2011-12-31,135,12,3859.82,2,5,5,255,At Risk (High Value),Cluster 2,4794.491953482141,Q4 (High)
13027,2011-12-31,134,6,6912.0,2,5,5,255,At Risk (High Value),Cluster 0,4416.536687053772,Q4 (High)
14364,2011-12-31,129,8,3717.35,2,5,5,255,At Risk (High Value),Cluster 0,3900.7297231943817,Q4 (High)
14407,2011-12-31,128,5,2142.73,2,4,5,245,At Risk (High Value),Cluster 0,2035.7964309732304,Q4 (High)
16180,2011-12-31,121,8,10254.18,2,5,5,255,At Risk (High Value),Cluster 2,10150.506749003996,Q4 (High)
13631,2011-12-31,120,11,3070.42,2,5,5,255,At Risk (High Value),Cluster 2,3268.520985001698,Q4 (High)
17050,2011-12-31,117,6,3185.64,2,5,5,255,At Risk (High Value),Cluster 0,3017.3090004769997,Q4 (High)
13851,2011-12-31,116,3,2651.46,2,4,5,245,At Risk (High Value),Cluster 0,2375.4517819635194,Q4 (High)
15491,2011-12-31,116,6,3100.09,2,5,5,255,At Risk (High Value),Cluster 0,2606.180812646768,Q4 (High)
13124,2011-12-31,110,3,3756.33,2,4,5,245,At Risk (High Value),Cluster 0,2047.8459246591824,Q4 (High)
14837,2011-12-31,110,4,1649.5,2,4,4,244,At Risk (High Value),Cluster 0,1843.6532572877068,Q4 (High)
15939,2011-12-31,110,15,6115.01,2,5,5,255,At Risk (High Value),Cluster 2,4741.298026425798,Q4 (High)
15980,2011-12-31,109,3,2398.86,2,4,5,245,At Risk (High Value),Cluster 0,1803.89816921994,Q4 (High)
16209,2011-12-31,109,5,2262.62,2,4,5,245,At Risk (High Value),Cluster 0,2398.2932029208896,Q4 (High)
14307,2011-12-31,109,6,2995.72,2,5,5,255,At Risk (High Value),Cluster 0,1891.7270198579831,Q4 (High)
15764,2011-12-31,109,6,3279.97,2,5,5,255,At Risk (High Value),Cluster 0,2325.6170965188776,Q4 (High)
14163,2011-12-31,108,4,2445.91,2,4,5,245,At Risk (High Value),Cluster 0,2480.472043787078,Q4 (High)
16745,2011-12-31,107,17,7180.7,2,5,5,255,At Risk (High Value),Cluster 2,6307.327950956655,Q4 (High)
13141,2011-12-31,105,5,2388.75,2,4,5,245,At Risk (High Value),Cluster 0,1857.6455352939608,Q4 (High)
16709,2011-12-31,105,5,3029.87,2,4,5,245,At Risk (High Value),Cluster 0,2076.418605489492,Q4 (High)
15410,2011-12-31,105,8,3450.84,2,5,5,255,At Risk (High Value),Cluster 0,3429.4117807988996,Q4 (High)
13334,2011-12-31,103,3,3502.32,2,4,5,245,At Risk (High Value),Cluster 0,1844.769554201611,Q4 (High)
18094,2011-12-31,102,7,3017.3,2,5,5,255,At Risk (High Value),Cluster 0,2578.7268547867443,Q4 (High)
16928,2011-12-31,101,17,2806.75,2,5,5,255,At Risk (High Value),Cluster 2,2346.064268415358,Q4 (High)
13908,2011-12-31,100,4,2369.55,2,4,5,245,At Risk (High Value),Cluster 0,2075.1458376934524,Q4 (High)
13486,2011-12-31,99,3,1122.41,2,4,4,244,At Risk (High Value),Cluster 0,1838.3750554866651,Q4 (High)
14854,2011-12-31,99,7,2740.03,2,5,5,255,At Risk (High Value),Cluster 0,2551.2177981767413,Q4 (High)
14235,2011-12-31,96,5,3144.86,2,4,5,245,At Risk (High Value),Cluster 0,2563.820842830971,Q4 (High)
17997,2011-12-31,95,8,1962.46,2,5,5,255,At Risk (High Value),Cluster 0,2890.946100171438,Q4 (High)
15674,2011-12-31,94,4,2111.89,2,4,5,245,At Risk (High Value),Cluster 0,2106.4924976698144,Q4 (High)
13555,2011-12-31,94,4,4098.88,2,4,5,245,At Risk (High Value),Cluster 0,3039.75799466404,Q4 (High)
17656,2011-12-31,94,5,1674.69,2,4,4,244,At Risk (High Value),Cluster 0,2844.8800291470825,Q4 (High)
14101,2011-12-31,94,6,5976.79,2,5,5,255,At Risk (High Value),Cluster 0,4538.850758248176,Q4 (High)
17061,2011-12-31,94,11,5232.23,2,5,5,255,At Risk (High Value),Cluster 2,4018.163233660487,Q4 (High)
18242,2011-12-31,93,4,2232.49,2,4,5,245,At Risk (High Value),Cluster 0,2499.4157454223423,Q4 (High)
16182,2011-12-31,93,4,6617.65,2,4,5,245,At Risk (High Value),Cluster 0,5248.308061160787,Q4 (High)
